drug_name	host_protein	action_type	p_chembl	metadata	is_experimental	data_source	abbreviated_data_source	acquisition_method	prioritized_for_pathway_analysis	do_ppi_expansion	source_specific_score_type	directed	source_specific_score	edge_label
lisuride	ADRA1D	unknown	8.036684488999999	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lisuride_ADRA1D
lobeglitazone	PPARG	agonist	7.744727611541751	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lobeglitazone_PPARG
lofepramine	CHRM2	unknown	6.4815	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lofepramine_CHRM2
loperamide	ADRA1D	unknown	5.599116784	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	loperamide_ADRA1D
loperamide	SIGMAR1	unknown	6.5783960729999995	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	loperamide_SIGMAR1
lorcainide	SCN3B	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lorcainide_SCN3B
lorcainide	SCN4B	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lorcainide_SCN4B
lovastatin	ADORA1	unknown	4.807265328	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lovastatin_ADORA1
lovastatin	HDAC2	unknown	4.59	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	lovastatin_HDAC2
loxapine	CHRM2	unknown	6.376013278961179	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	loxapine_CHRM2
macimorelin	GHSR	agonist	7.81	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	macimorelin_GHSR
maprotiline	ADRA1D	unknown	6.709965389	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	maprotiline_ADRA1D
maprotiline	CHRM2	unknown	6.164309428999999	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	maprotiline_CHRM2
maraviroc	SLC47A1	unknown	4.76	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	maraviroc_SLC47A1
masoprocol	AR	unknown	4.41	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	masoprocol_AR
masoprocol	TTR	unknown	5.1399998664856	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	masoprocol_TTR
mazindol	SIGMAR1	unknown	6.63	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mazindol_SIGMAR1
mebendazole	ABL1	unknown	5.34	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mebendazole_ABL1
meclofenamic acid	AR	unknown	4.19	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	meclofenamic acid_AR
meclofenamic acid	MAPK1	unknown	5.502517462999999	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	meclofenamic acid_MAPK1
meclofenamic acid	TTR	unknown	4.3	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	meclofenamic acid_TTR
medroxyprogesterone	AR	unknown	8.2	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	medroxyprogesterone_AR
mefloquine	ADORA1	unknown	5.90999984741211	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mefloquine_ADORA1
melatonin	MPO	unknown	nan	Chemical space:HCQ	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_hcq	File shared by JM	False	True	na	True	na	melatonin_MPO
melatonin	NQO2	unknown	7.56	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	melatonin_NQO2
melperone	CHRM2	unknown	5.619788646698001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	melperone_CHRM2
mepacrine	ADRA1D	unknown||unknown	5.9935339579999996||nan	is_activity_known:True||Chemical space:HCQ	True||False	https://drugcentral.org/||Prediction by Jordi Mestres, PhD (JM)	dti_dc||dti_jm_hcq	web||File shared by JM	False||False	False||True	p_chembl||na	True||True	nan||na	mepacrine_ADRA1D
mepacrine	CHRM2	unknown||unknown	6.46470588||nan	is_activity_known:True||Chemical space:HCQ	True||False	https://drugcentral.org/||Prediction by Jordi Mestres, PhD (JM)	dti_dc||dti_jm_hcq	web||File shared by JM	False||False	False||True	p_chembl||na	True||True	nan||na	mepacrine_CHRM2
mepacrine	PRNP	unknown	6.52	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mepacrine_PRNP
mepacrine	TLR7	unknown	nan	Chemical space:HCQ	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_hcq	File shared by JM	False	True	na	True	na	mepacrine_TLR7
mepacrine	TLR8	unknown	nan	Chemical space:HCQ	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_hcq	File shared by JM	False	True	na	True	na	mepacrine_TLR8
mepacrine	TLR9	unknown	nan	Chemical space:HCQ	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_hcq	File shared by JM	False	True	na	True	na	mepacrine_TLR9
mepenzolate	CHRM2	unknown	9.17	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mepenzolate_CHRM2
mepyramine	SIGMAR1	unknown	6.1837587	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mepyramine_SIGMAR1
mequitazine	CHRM2	unknown	7.853871964	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mequitazine_CHRM2
mesalazine	PPARG	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mesalazine_PPARG
mesoridazine	CHRM2	unknown	7.823908805847171	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mesoridazine_CHRM2
mestanolone	AR	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mestanolone_AR
metergoline	ADRA1D	unknown	7.4202164029999995	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	metergoline_ADRA1D
metformin	DPP4	unknown	4.54	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	metformin_DPP4
methacholine	CHRM2	unknown	7.23	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methacholine_CHRM2
methamphetamine	SIGMAR1	unknown	5.08	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methamphetamine_SIGMAR1
methapyrilene	CHRM2	unknown	6.227678292999999	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methapyrilene_CHRM2
methotrexate	ABCC1	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methotrexate_ABCC1
methotrexate	DHFR	inhibitor	8.92	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methotrexate_DHFR
methoxamine	ADRA1D	agonist	4.9	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methoxamine_ADRA1D
methscopolamine	CHRM2	unknown	9.81999969482422	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methscopolamine_CHRM2
methyltestosterone	AR	agonist	9.66	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methyltestosterone_AR
methylthioninium chloride	APP	unknown	6.26	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methylthioninium chloride_APP
methysergide	CHRM2	unknown	5.212823008	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methysergide_CHRM2
methysergide	SIGMAR1	unknown	6.04	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	methysergide_SIGMAR1
metoclopramide	MPO	unknown	nan	Chemical space:HCQ	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_hcq	File shared by JM	False	True	na	True	na	metoclopramide_MPO
mexiletine	SCN3B	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mexiletine_SCN3B
mexiletine	SCN4B	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mexiletine_SCN4B
mezlocillin	ABCC1	unknown	4.92	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mezlocillin_ABCC1
mezlocillin	PPARG	unknown	4.3	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mezlocillin_PPARG
mianserin	ADRA1D	antagonist	7.5	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mianserin_ADRA1D
mianserin	CHRM2	unknown	6.4168012260000005	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mianserin_CHRM2
miconazole	ADORA1	unknown	5.136498699	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	miconazole_ADORA1
miconazole	ADRA1D	unknown	5.8247782	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	miconazole_ADRA1D
miconazole	CHRM2	unknown	5.811915626	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	miconazole_CHRM2
miconazole	ERBB2	unknown	4.561774192	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	miconazole_ERBB2
midodrine	HSP90AA1	unknown	7.699	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midodrine_HSP90AA1
midostaurin	ABL1	unknown	6.1	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_ABL1
midostaurin	AKT1	unknown	6.02	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_AKT1
midostaurin	AKT2	unknown	6.11	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_AKT2
midostaurin	CHUK	unknown	5.42	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_CHUK
midostaurin	CSK	unknown	5.06	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_CSK
midostaurin	DYRK1A	unknown	7.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_DYRK1A
midostaurin	EIF2AK4	unknown	7.41	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_EIF2AK4
midostaurin	FLT1	unknown	6.35	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_FLT1
midostaurin	FLT3	inhibitor	7.96	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_FLT3
midostaurin	GSK3B	unknown	5.75	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_GSK3B
midostaurin	IKBKB	unknown	5.2	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_IKBKB
midostaurin	MAP4K1	unknown	5.68	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_MAP4K1
midostaurin	MAPK8	unknown	5.36	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_MAPK8
midostaurin	MARK1	unknown	6.77	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_MARK1
midostaurin	MARK2	unknown	7.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_MARK2
midostaurin	MARK3	unknown	7.68	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_MARK3
midostaurin	PIM1	unknown	6.25	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_PIM1
midostaurin	PRKACA	unknown	6.14	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_PRKACA
midostaurin	PRKCD	unknown	6.5	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_PRKCD
midostaurin	RET	unknown	7.7	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_RET
midostaurin	ROCK1	unknown	5.11	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_ROCK1
midostaurin	RPS6KA1	unknown	6.59	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_RPS6KA1
midostaurin	RPS6KA4	unknown	6.59	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_RPS6KA4
midostaurin	SRC	unknown	5.92	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_SRC
midostaurin	TBK1	unknown	8.03	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	midostaurin_TBK1
mifepristone	AR	unknown	8.33	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mifepristone_AR
mifepristone	MAPK14	unknown	4.080602845	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mifepristone_MAPK14
mifepristone	SIGMAR1	unknown	4.956755646	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mifepristone_SIGMAR1
migalastat	GLA	pharmacological chaperone	7.150000095367429	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	migalastat_GLA
miltefosine	AKT1	unknown	5.02	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	miltefosine_AKT1
miltefosine	CDC25A	unknown	4.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	miltefosine_CDC25A
mirtazapine	CHRM2	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mirtazapine_CHRM2
mitoxantrone	ABCC1	unknown	6.2869	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mitoxantrone_ABCC1
mitoxantrone	CHRM2	unknown	7.108462542000001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mitoxantrone_CHRM2
mitoxantrone	ERBB2	unknown	5.691392906	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mitoxantrone_ERBB2
mitoxantrone	PIM1	unknown	7.29	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mitoxantrone_PIM1
mitoxantrone	SLC47A1	unknown	6.72	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mitoxantrone_SLC47A1
molindone	SIGMAR1	unknown	6.9066	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	molindone_SIGMAR1
montelukast	MAPK14	unknown	6.067526235	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	montelukast_MAPK14
mosapride	SIGMAR1	unknown	6.891434976	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mosapride_SIGMAR1
mycophenolate mofetil	IMPDH2	inhibitor	8.1549015045166	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mycophenolate mofetil_IMPDH2
mycophenolic acid	IMPDH2	unknown	8.22	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	mycophenolic acid_IMPDH2
nafamostat	KLK1	unknown	6.19	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nafamostat_KLK1
nafamostat	PLG	unknown	6.62	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nafamostat_PLG
nafamostat	PRSS1	inhibitor	7.77	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nafamostat_PRSS1
nafamostat	TPSAB1	inhibitor	10.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nafamostat_TPSAB1
naftifine	SIGMAR1	unknown	6.06	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	naftifine_SIGMAR1
naftopidil	ADRA1D	antagonist	8.92081832885742	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	naftopidil_ADRA1D
nalorphine	SIGMAR1	unknown	7.32	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nalorphine_SIGMAR1
nandrolone	AR	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nandrolone_AR
nandrolone decanoate	AR	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nandrolone decanoate_AR
nandrolone phenpropionate	AR	agonist	9.5	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nandrolone phenpropionate_AR
nelfinavir	MAPK14	unknown	4.739356293	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nelfinavir_MAPK14
nelfinavir	MAPK3	unknown	4.64775958	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nelfinavir_MAPK3
nepinalone	SIGMAR1	unknown	7.5228786468505895	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nepinalone_SIGMAR1
neratinib	ABL1	unknown	5.22	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_ABL1
neratinib	CDK7	unknown	5.29	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_CDK7
neratinib	CSK	unknown	6.26	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_CSK
neratinib	EIF2AK4	unknown	7.02	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_EIF2AK4
neratinib	ERBB2	inhibitor	7.22914791107178	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_ERBB2
neratinib	FLT3	unknown	5.51	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_FLT3
neratinib	MAP4K1	unknown	7.03	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_MAP4K1
neratinib	MAPK8	unknown	5.48	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_MAPK8
neratinib	PRKD1	unknown	6.09	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_PRKD1
neratinib	RPS6KA1	unknown	5.13	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_RPS6KA1
neratinib	SRC	unknown	5.39	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	neratinib_SRC
niclosamide	AKT1	unknown	4.23	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	niclosamide_AKT1
niclosamide	GSK3B	unknown	4.11	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	niclosamide_GSK3B
niclosamide	SRC	unknown	5.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	niclosamide_SRC
niclosamide	STAT3	unknown	6.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	niclosamide_STAT3
nicotinamide	SIRT1	unknown	4.3	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nicotinamide_SIRT1
nicotinamide	SIRT2	unknown	5.92	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nicotinamide_SIRT2
nicotinamide	SIRT5	unknown	4.33	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nicotinamide_SIRT5
nifedipine	ADORA1	unknown	5.347560252	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nifedipine_ADORA1
nifedipine	SLC28A1	unknown	5.088682558	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nifedipine_SLC28A1
nifedipine	TTR	unknown	5.6576	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nifedipine_TTR
nifekalant	SLC47A1	unknown	6.19	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nifekalant_SLC47A1
niflumic acid	TTR	unknown	6.59	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	niflumic acid_TTR
nifuroxazide	STAT3	unknown	5.52	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nifuroxazide_STAT3
nilotinib	ABL1	inhibitor	8.44	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_ABL1
nilotinib	CSK	unknown	5.62	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_CSK
nilotinib	FLT3	unknown	4.4	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_FLT3
nilotinib	MAP4K1	unknown	6.05	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_MAP4K1
nilotinib	MAPK14	unknown	6.34	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_MAPK14
nilotinib	MAPK8	unknown	6.35	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_MAPK8
nilotinib	RET	unknown	6.06	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_RET
nilotinib	SRC	unknown	5.72	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilotinib_SRC
nilutamide	AR	antagonist	8.05	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nilutamide_AR
nimesulide	MPO	unknown	5.68	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nimesulide_MPO
nimodipine	SLC28A1	unknown	6.363512104	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nimodipine_SLC28A1
nintedanib	ABL1	unknown	8.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_ABL1
nintedanib	ACVR1B	unknown	5.31	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_ACVR1B
nintedanib	CDK2	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_CDK2
nintedanib	CDK4	unknown	6.8	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_CDK4
nintedanib	CDK7	unknown	6.52	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_CDK7
nintedanib	CHUK	unknown	5.35	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_CHUK
nintedanib	CSNK2A2	unknown	6.05	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_CSNK2A2
nintedanib	EIF2AK4	unknown	5.7	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_EIF2AK4
nintedanib	FLT1	inhibitor	6.982966423034671	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_FLT1
nintedanib	FLT3	unknown	9.38	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_FLT3
nintedanib	GSK3B	unknown	7.08	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_GSK3B
nintedanib	MAP4K1	unknown	7.46	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_MAP4K1
nintedanib	MAPK8	unknown	6.2	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_MAPK8
nintedanib	MARK1	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_MARK1
nintedanib	MARK2	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_MARK2
nintedanib	MARK3	unknown	6.11	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_MARK3
nintedanib	PRKD1	unknown	6.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_PRKD1
nintedanib	RET	unknown	8.02	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_RET
nintedanib	RIPK1	unknown	6.62	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_RIPK1
nintedanib	RPS6KA1	unknown	6.74	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_RPS6KA1
nintedanib	RPS6KA4	unknown	6.21	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_RPS6KA4
nintedanib	SRC	unknown	6.24	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_SRC
nintedanib	TBK1	unknown	6.82	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	nintedanib_TBK1
