source_node	target_node	p_chembl	action_type	is_activity_known	source	data_origin	priority	relationship	edge_label	is_in_drugcentral	is_in_jdti	comment	pmids	metadata	struct_id	drug_name
2172	SIGMAR1	6.8416	unknown	True	DrugCentral	Web download	0	DTI	2172_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2172	pimozide
2179	PPARG	6.23	agonist	True	DrugCentral	Web download	0	DTI	2179_PPARG	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2179	pioglitazone
2180	ADRA1D	9.019996628	unknown	True	DrugCentral	Web download	0	DTI	2180_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2180	pipamazine
2180	SIGMAR1	7.318758763	unknown	True	DrugCentral	Web download	0	DTI	2180_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2180	pipamazine
2200	CHRM2	6.76	unknown	True	DrugCentral	Web download	0	DTI	2200_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2200	pirenzepine
2202	ADRA1D	6.65999984741211	unknown	True	DrugCentral	Web download	0	DTI	2202_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2202	piribedil
2232	GHSR	3.0	agonist	False	DrugCentral	Web download	0	DTI	2232_GHSR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2232	pralmorelin
2245	AR	5.6	unknown	True	DrugCentral	Web download	0	DTI	2245_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2245	prednisolone
2251	AR	5.6	unknown	True	DrugCentral	Web download	0	DTI	2251_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2251	prednisolone tebutate
2253	SLC28A1	5.771599641	unknown	True	DrugCentral	Web download	0	DTI	2253_SLC28A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2253	prednisone
2263	CHRM2	8.14999961853027	unknown	True	DrugCentral	Web download	0	DTI	2263_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2263	pridinol
2266	HSP90AA1	8.2218	unknown	True	DrugCentral	Web download	0	DTI	2266_HSP90AA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2266	primaquine
2266	NQO2	5.12	unknown	True	DrugCentral	Web download	0	DTI	2266_NQO2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2266	primaquine
2270	CHRM2	7.8124794960022	unknown	True	DrugCentral	Web download	0	DTI	2270_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2270	procainamide
2270	DNMT1	3.0	unknown	False	DrugCentral	Web download	0	DTI	2270_DNMT1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2270	procainamide
2274	ADRA1D	7.886056647999999	unknown	True	DrugCentral	Web download	0	DTI	2274_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2274	prochlorperazine
2274	CHRM2	5.9558523789999995	unknown	True	DrugCentral	Web download	0	DTI	2274_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2274	prochlorperazine
2274	SIGMAR1	7.638272164	unknown	True	DrugCentral	Web download	0	DTI	2274_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2274	prochlorperazine
2276	CHRM2	7.602059841156009	unknown	True	DrugCentral	Web download	0	DTI	2276_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2276	procyclidine
2279	AR	8.07	unknown	True	DrugCentral	Web download	0	DTI	2279_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2279	progesterone
2279	SIGMAR1	6.59	unknown	True	DrugCentral	Web download	0	DTI	2279_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2279	progesterone
2279	SLC28A1	5.173730781000001	unknown	True	DrugCentral	Web download	0	DTI	2279_SLC28A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2279	progesterone
2284	ADRA1D	8.427128397999999	unknown	True	DrugCentral	Web download	0	DTI	2284_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2284	promazine
2284	CHRM2	6.412289035	unknown	True	DrugCentral	Web download	0	DTI	2284_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2284	promazine
2284	GFER	5.889999866485599	unknown	True	DrugCentral	Web download	0	DTI	2284_GFER	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2284	promazine
2284	PRNP	5.3	unknown	True	DrugCentral	Web download	0	DTI	2284_PRNP	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2284	promazine
2284	SIGMAR1	6.9430951489999995	unknown	True	DrugCentral	Web download	0	DTI	2284_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2284	promazine
2286	ADRA1D	7.4948500220000005	unknown	True	DrugCentral	Web download	0	DTI	2286_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2286	promethazine
2286	CHRM2	7.920818754	unknown	True	DrugCentral	Web download	0	DTI	2286_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2286	promethazine
2286	GFER	6.44000005722046	unknown	True	DrugCentral	Web download	0	DTI	2286_GFER	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2286	promethazine
2286	PRNP	5.1	unknown	True	DrugCentral	Web download	0	DTI	2286_PRNP	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2286	promethazine
2286	SIGMAR1	6.920818754	unknown	True	DrugCentral	Web download	0	DTI	2286_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2286	promethazine
2291	ADRA1D	5.604149624	unknown	True	DrugCentral	Web download	0	DTI	2291_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2291	propafenone
2291	SCN3B	3.0	unknown	False	DrugCentral	Web download	0	DTI	2291_SCN3B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2291	propafenone
2291	SCN4B	3.0	unknown	False	DrugCentral	Web download	0	DTI	2291_SCN4B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2291	propafenone
2291	SIGMAR1	5.959793372	unknown	True	DrugCentral	Web download	0	DTI	2291_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2291	propafenone
2293	CHRM2	9.5	antagonist	True	DrugCentral	Web download	0	DTI	2293_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2293	propantheline
2294	SIGMAR1	7.0	unknown	True	DrugCentral	Web download	0	DTI	2294_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2294	proparacaine
2298	CHRM2	3.0	unknown	False	DrugCentral	Web download	0	DTI	2298_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2298	propiomazine
2303	SIGMAR1	5.918652692	unknown	True	DrugCentral	Web download	0	DTI	2303_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2303	propranolol
2308	MPO	5.55	unknown	True	DrugCentral	Web download	0	DTI	2308_MPO	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2308	propylthiouracil
2320	CHRM2	6.9	unknown	True	DrugCentral	Web download	0	DTI	2320_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2320	protriptyline
2331	SIGMAR1	6.1837587	unknown	True	DrugCentral	Web download	0	DTI	2331_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2331	mepyramine
2332	DHFR	8.1	unknown	True	DrugCentral	Web download	0	DTI	2332_DHFR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2332	pyrimethamine
2332	SLC47A1	7.1	inhibitor	True	DrugCentral	Web download	0	DTI	2332_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2332	pyrimethamine
2337	ADRA1D	7.457174573	unknown	True	DrugCentral	Web download	0	DTI	2337_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2337	quetiapine
2337	CHRM2	6.03693962097168	unknown	True	DrugCentral	Web download	0	DTI	2337_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2337	quetiapine
2337	SIGMAR1	6.01596802	unknown	True	DrugCentral	Web download	0	DTI	2337_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2337	quetiapine
2338	ADRA1D	5.9935339579999996	unknown	True	DrugCentral	Web download	0	DTI	2338_ADRA1D	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	2338	mepacrine
2338	CHRM2	6.46470588	unknown	True	DrugCentral	Web download	0	DTI	2338_CHRM2	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	2338	mepacrine
2338	PRNP	6.52	unknown	True	DrugCentral	Web download	0	DTI	2338_PRNP	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2338	mepacrine
2338	TLR7	3.0	unknown	False	DTI - Predicted	Data share on 2020/04/15 by collaborators.	8	DTI	2338_TLR7	False	True			orig_direction_jdti:manually_assigned_drug_to_target	2338	mepacrine
2338	TLR8	3.0	unknown	False	DTI - Predicted	Data share on 2020/04/15 by collaborators.	8	DTI	2338_TLR8	False	True			orig_direction_jdti:manually_assigned_drug_to_target	2338	mepacrine
2338	TLR9	3.0	unknown	False	DTI - Predicted	Data share on 2020/04/15 by collaborators.	8	DTI	2338_TLR9	False	True			orig_direction_jdti:manually_assigned_drug_to_target	2338	mepacrine
2346	CHRM2	8.124938737	unknown	True	DrugCentral	Web download	0	DTI	2346_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2346	quinidine
2346	SCN3B	3.0	unknown	False	DrugCentral	Web download	0	DTI	2346_SCN3B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2346	quinidine
2346	SCN4B	3.0	unknown	False	DrugCentral	Web download	0	DTI	2346_SCN4B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2346	quinidine
2346	SLC47A1	4.95	unknown	True	DrugCentral	Web download	0	DTI	2346_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2346	quinidine
2351	ADRA1D	6.320572103	unknown	True	DrugCentral	Web download	0	DTI	2351_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2351	raloxifene
2351	SIGMAR1	7.42	unknown	True	DrugCentral	Web download	0	DTI	2351_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2351	raloxifene
2353	DHFR	4.6778	unknown	True	DrugCentral	Web download	0	DTI	2353_DHFR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2353	raltitrexed
2358	SLC47A1	5.08	unknown	True	DrugCentral	Web download	0	DTI	2358_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2358	ranitidine
2362	ADORA1	4.3979	unknown	True	DrugCentral	Web download	0	DTI	2362_ADORA1	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	2362	regadenoson
2365	SIGMAR1	7.26	unknown	True	DrugCentral	Web download	0	DTI	2365_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2365	remoxipride
2373	ADK	3.0	unknown	False	DrugCentral	Web download	0	DTI	2373_ADK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2373	ribavirin
2373	IMPDH2	6.0	inhibitor	True	DrugCentral	Web download	0	DTI	2373_IMPDH2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2373	ribavirin
2383	SLC47A1	5.14	unknown	True	DrugCentral	Web download	0	DTI	2383_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2383	rimantadine
2389	ADRA1D	7.4	antagonist	True	DrugCentral	Web download	0	DTI	2389_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2389	risperidone
2389	CHRM2	5.43179845809937	unknown	True	DrugCentral	Web download	0	DTI	2389_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2389	risperidone
2389	SIGMAR1	5.37	unknown	True	DrugCentral	Web download	0	DTI	2389_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2389	risperidone
2389	SLC47A1	5.8	unknown	True	DrugCentral	Web download	0	DTI	2389_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2389	risperidone
2391	SLC47A1	7.1	unknown	True	DrugCentral	Web download	0	DTI	2391_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2391	ritonavir
2405	PPARG	7.04	agonist	True	DrugCentral	Web download	0	DTI	2405_PPARG	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2405	rosiglitazone
2422	ABCC1	3.0	unknown	False	DrugCentral	Web download	0	DTI	2422_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2422	saquinavir
2424	CHRM2	8.86	unknown	True	DrugCentral	Web download	0	DTI	2424_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2424	scopolamine
2436	CHRM2	5.677780628204349	unknown	True	DrugCentral	Web download	0	DTI	2436_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2436	sertraline
2436	SIGMAR1	7.24	unknown	True	DrugCentral	Web download	0	DTI	2436_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2436	sertraline
2441	ADORA1	6.059981845	unknown	True	DrugCentral	Web download	0	DTI	2441_ADORA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2441	sildenafil
2446	EIF4E	9.3	unknown	True	DrugCentral	Web download	0	DTI	2446_EIF4E	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2446	sirolimus
2446	SLC28A1	6.430509046	unknown	True	DrugCentral	Web download	0	DTI	2446_SLC28A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2446	sirolimus
2448	DPP4	7.774	inhibitor	True	DrugCentral	Web download	0	DTI	2448_DPP4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2448	sitagliptin
2451	DPP4	4.53999996185303	unknown	True	DrugCentral	Web download	0	DTI	2451_DPP4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2451	sitosterol
2451	NFKB1	5.6	unknown	True	DrugCentral	Web download	0	DTI	2451_NFKB1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2451	sitosterol
2457	CHRM2	6.24	antagonist	True	DrugCentral	Web download	0	DTI	2457_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2457	solifenacin
2459	ABL1	6.89	unknown	True	DrugCentral	Web download	0	DTI	2459_ABL1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	CDK2	5.06	unknown	True	DrugCentral	Web download	0	DTI	2459_CDK2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	CDK7	6.85	unknown	True	DrugCentral	Web download	0	DTI	2459_CDK7	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	CDK8	6.51	unknown	True	DrugCentral	Web download	0	DTI	2459_CDK8	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	CIT	5.21	unknown	True	DrugCentral	Web download	0	DTI	2459_CIT	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	CSK	5.54	unknown	True	DrugCentral	Web download	0	DTI	2459_CSK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	FLT1	7.51	inhibitor	True	DrugCentral	Web download	0	DTI	2459_FLT1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	FLT3	8.35	inhibitor	True	DrugCentral	Web download	0	DTI	2459_FLT3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	LCK	5.57	unknown	True	DrugCentral	Web download	0	DTI	2459_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	MAP4K1	5.32	unknown	True	DrugCentral	Web download	0	DTI	2459_MAP4K1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	MAPK1	6.96	unknown	True	DrugCentral	Web download	0	DTI	2459_MAPK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	MAPK14	6.59	unknown	True	DrugCentral	Web download	0	DTI	2459_MAPK14	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	MAPK3	7.74	unknown	True	DrugCentral	Web download	0	DTI	2459_MAPK3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	RET	8.13	inhibitor	True	DrugCentral	Web download	0	DTI	2459_RET	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2459	SRC	6.41	unknown	True	DrugCentral	Web download	0	DTI	2459_SRC	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2459	sorafenib
2470	ADRA1D	8.1	antagonist	True	DrugCentral	Web download	0	DTI	2470_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2470	spiperone
2470	SIGMAR1	6.02	unknown	True	DrugCentral	Web download	0	DTI	2470_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2470	spiperone
2475	AR	7.4	unknown	True	DrugCentral	Web download	0	DTI	2475_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2475	spironolactone
2475	SLC47A1	4.73	unknown	True	DrugCentral	Web download	0	DTI	2475_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2475	spironolactone
2477	AR	3.0	agonist	False	DrugCentral	Web download	0	DTI	2477_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2477	stanozolol
2484	CHRM2	5.0	allosteric modulator	True	DrugCentral	Web download	0	DTI	2484_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2484	strychnine
2497	DHFR	4.74	unknown	True	DrugCentral	Web download	0	DTI	2497_DHFR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2497	sulfacetamide
2500	SLC5A7	4.24	unknown	True	DrugCentral	Web download	0	DTI	2500_SLC5A7	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2500	sulfadiazine
2525	MAPK1	5.1984590939999995	unknown	True	DrugCentral	Web download	0	DTI	2525_MAPK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2525	sulfasalazine
2528	ABCC1	3.0	unknown	False	DrugCentral	Web download	0	DTI	2528_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2528	sulfinpyrazone
2536	SIGMAR1	7.307153081	unknown	True	DrugCentral	Web download	0	DTI	2536_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2536	suloctidil
2543	SLC47A1	5.17	unknown	True	DrugCentral	Web download	0	DTI	2543_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2543	sumatriptan
2544	ABL1	7.26	unknown	True	DrugCentral	Web download	0	DTI	2544_ABL1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	AKT2	5.57	unknown	True	DrugCentral	Web download	0	DTI	2544_AKT2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	CDK4	5.7	unknown	True	DrugCentral	Web download	0	DTI	2544_CDK4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	CDK7	6.48	unknown	True	DrugCentral	Web download	0	DTI	2544_CDK7	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	CHUK	6.28	unknown	True	DrugCentral	Web download	0	DTI	2544_CHUK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	CIT	5.41	unknown	True	DrugCentral	Web download	0	DTI	2544_CIT	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	CSNK2A2	6.8	unknown	True	DrugCentral	Web download	0	DTI	2544_CSNK2A2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	DYRK1A	6.7	unknown	True	DrugCentral	Web download	0	DTI	2544_DYRK1A	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	EIF2AK4	6.74	unknown	True	DrugCentral	Web download	0	DTI	2544_EIF2AK4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	FLT1	7.22914791107178	inhibitor	True	DrugCentral	Web download	0	DTI	2544_FLT1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	FLT3	9.66	inhibitor	True	DrugCentral	Web download	0	DTI	2544_FLT3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	LCK	6.64	unknown	True	DrugCentral	Web download	0	DTI	2544_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	MAP4K1	7.8	unknown	True	DrugCentral	Web download	0	DTI	2544_MAP4K1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	MARK1	5.92	unknown	True	DrugCentral	Web download	0	DTI	2544_MARK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	MARK2	6.51	unknown	True	DrugCentral	Web download	0	DTI	2544_MARK2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	MARK3	6.39	unknown	True	DrugCentral	Web download	0	DTI	2544_MARK3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	PRKCA	5.22	unknown	True	DrugCentral	Web download	0	DTI	2544_PRKCA	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	PRKD1	6.51	unknown	True	DrugCentral	Web download	0	DTI	2544_PRKD1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	RET	8.8	inhibitor	True	DrugCentral	Web download	0	DTI	2544_RET	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	RIPK1	6.43	unknown	True	DrugCentral	Web download	0	DTI	2544_RIPK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	ROCK1	6.34	unknown	True	DrugCentral	Web download	0	DTI	2544_ROCK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	RPS6KA1	7.02	unknown	True	DrugCentral	Web download	0	DTI	2544_RPS6KA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	RPS6KA4	7.02	unknown	True	DrugCentral	Web download	0	DTI	2544_RPS6KA4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	SRC	5.68	unknown	True	DrugCentral	Web download	0	DTI	2544_SRC	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2544	TBK1	6.92	unknown	True	DrugCentral	Web download	0	DTI	2544_TBK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2544	sunitinib
2551	ADRA1D	5.9535048360000005	unknown	True	DrugCentral	Web download	0	DTI	2551_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2551	tacrine
2552	FKBP10	9.02	unknown	True	DrugCentral	Web download	0	DTI	2552_FKBP10	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2552	tacrolimus
2558	ADRA1D	5.900000095367429	unknown	True	DrugCentral	Web download	0	DTI	2558_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2558	talipexole
2561	ADORA1	4.85811145	unknown	True	DrugCentral	Web download	0	DTI	2561_ADORA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2561	tamoxifen
2561	ADRA1D	5.611011215	unknown	True	DrugCentral	Web download	0	DTI	2561_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2561	tamoxifen
2561	CHRM2	5.557363474	unknown	True	DrugCentral	Web download	0	DTI	2561_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2561	tamoxifen
2561	ERBB2	5.5303252270000005	unknown	True	DrugCentral	Web download	0	DTI	2561_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2561	tamoxifen
2561	LCK	5.0951222330000006	unknown	True	DrugCentral	Web download	0	DTI	2561_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2561	tamoxifen
2561	SIGMAR1	7.5	unknown	True	DrugCentral	Web download	0	DTI	2561_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2561	tamoxifen
2562	ADRA1D	10.24	unknown	True	DrugCentral	Web download	0	DTI	2562_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2562	tamsulosin
2580	CTSL	5.78	inhibitor	True	DrugCentral	Web download	0	DTI	2580_CTSL	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2580	teicoplanin aglycone
2583	PPARG	5.82	unknown	True	DrugCentral	Web download	0	DTI	2583_PPARG	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2583	telmisartan
2583	SLC47A1	4.75	unknown	True	DrugCentral	Web download	0	DTI	2583_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2583	telmisartan
2597	SIGMAR1	6.628193541	unknown	True	DrugCentral	Web download	0	DTI	2597_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2597	terbinafine
2599	ADRA1D	5.269702338	unknown	True	DrugCentral	Web download	0	DTI	2599_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2599	terconazole
2599	CHRM2	5.338187314	unknown	True	DrugCentral	Web download	0	DTI	2599_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2599	terconazole
2599	SIGMAR1	6.669586227000001	unknown	True	DrugCentral	Web download	0	DTI	2599_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2599	terconazole
2599	SLC28A1	5.373044049	unknown	True	DrugCentral	Web download	0	DTI	2599_SLC28A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2599	terconazole
2600	HSP90AA1	5.46	unknown	True	DrugCentral	Web download	0	DTI	2600_HSP90AA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2600	terfenadine
2601	ADRA1D	8.41	unknown	True	DrugCentral	Web download	0	DTI	2601_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2601	terguride
2607	AR	9.2	agonist	True	DrugCentral	Web download	0	DTI	2607_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2607	testosterone
2607	SIGMAR1	5.92	unknown	True	DrugCentral	Web download	0	DTI	2607_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2607	testosterone
2608	AR	3.0	agonist	False	DrugCentral	Web download	0	DTI	2608_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2608	testosterone undecanoate
2610	SIGMAR1	6.153044675	unknown	True	DrugCentral	Web download	0	DTI	2610_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2610	tetracaine
2620	ADORA1	9.22	antagonist	True	DrugCentral	Web download	0	DTI	2620_ADORA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	2620	theophylline
